"Brand_Reg","Model_No","SoldIn","screensize","Screen_Tech","Avg_mode_power","Star","SRI","Labelled energy consumption (kWh/year)","Sold In Aus","screensize_inch","GeneralSize"
"LG","65UR765H0VD","Australia,New Zealand",163.897,"LCD (LED)",115,"N/A","N/A",422,1,65,"Large"
"LG","75UR765H0VD","Australia,New Zealand",189.275,"LCD (LED)",140,"N/A","N/A",514,1,75,"Large"
"VEON","VN50WOS2021","Australia,Fiji,New Zealand",125.725,"LCD (LED)",92.8,"N/A","N/A",370,1,49,"Large"
"BAUHN","ATV32HD-1121","Australia",80.054,"LCD (LED)",26,"N/A","N/A",99,1,32,"Large"
"KOGAN","KALED42RT9220SVA","Australia,Fiji,New Zealand",105.415,"LCD (LED)",41.38,"N/A","N/A",159,1,42,"Large"
"PHILIPS","50PUT7906/75","Australia,New Zealand",125.741,"LCD (LED)",93.12,"N/A","N/A",376,1,50,"Large"
"PHILIPS","50PUT7906/79","Australia,New Zealand",125.741,"LCD (LED)",93.12,"N/A","N/A",376,1,50,"Large"
"PHILIPS","70PUT7906/79","Australia,Fiji,New Zealand",176.566,"LCD (LED)",146.3,"N/A","N/A",589,1,70,"Large"
"PHILIPS","70PUT7906/75","Australia,Fiji,New Zealand",176.566,"LCD (LED)",146.3,"N/A","N/A",589,1,70,"Large"
"PHILIPS","65PUT7906/79","Australia,New Zealand",163.897,"LCD (LED)",128.4,"N/A","N/A",518,1,65,"Large"
"PHILIPS","65PUT7906/75","Australia,New Zealand",163.897,"LCD (LED)",128.4,"N/A","N/A",518,1,65,"Large"
"BLAUPUNKT","BP85WOS","Australia",214.783,"LCD",306.3,"N/A","N/A",1170,1,85,"Large"
"BLAUPUNKT","BP75WOS","Australia",189.321,"LCD",219,"N/A","N/A",810,1,75,"Large"
"SMTV","55JIL0721-1","Australia,Fiji,New Zealand",138.798,"LCD (LED)",94.22,"N/A","N/A",347,1,55,"Large"
"SMTV","LD55UDS-F1","Australia,Fiji,New Zealand",138.798,"LCD (LED)",94.22,"N/A","N/A",347,1,55,"Large"
"SAMSUNG ELECTRONICS","UA43AU7002S","Australia,Fiji,New Zealand",107.956,"LCD (LED)",64,"N/A","N/A",237,1,43,"Large"
"KOGAN","KALED32RT9220SVA","Australia,Fiji,New Zealand",80.039,"LCD (LED)",25.92,"N/A","N/A",110,1,32,"Large"
"KOGAN","KALED24RT9220SVA","Australia,Fiji,New Zealand",59.824,"LCD (LED)",17.74,"N/A","N/A",70,1,24,"Medium"
"TCL","43C725","Australia,Fiji,New Zealand",107.95,"LCD (LED)",79.9,"7.0","7.01172383841875",323,1,42,"Large"
"SMTV","65JIL0721-1","Australia,Fiji,New Zealand",163.791,"LCD (LED)",108.56,"N/A","N/A",400,1,64,"Large"
"SMTV","LD65UDS-F1","Australia,Fiji,New Zealand",163.791,"LCD (LED)",108.56,"N/A","N/A",400,1,64,"Large"
"KOGAN","KALED75RT9220SVA","Australia,Fiji,New Zealand",189.32,"LCD (LED)",208.8,"N/A","N/A",765,1,75,"Large"
"PHILIPS","43HFL5214U/97","Australia,Fiji,New Zealand",107.986,"LCD (LED)",51.04,"N/A","N/A",208,1,43,"Large"
"PHILIPS","43BFL2214/97","Australia,Fiji,New Zealand",107.986,"LCD (LED)",51.04,"N/A","N/A",208,1,43,"Large"
"PHILIPS","75BFL2214/97","Australia,Fiji,New Zealand",189.274,"LCD (LED)",111.72,"N/A","N/A",451,1,75,"Large"
"PHILIPS","55PUT7906/79","Australia,Fiji,New Zealand",138.783,"LCD (LED)",105.46,"N/A","N/A",426,1,55,"Large"
"PHILIPS","55PUT7906/75","Australia,Fiji,New Zealand",138.783,"LCD (LED)",105.46,"N/A","N/A",426,1,55,"Large"
"Polaroid","PL6521OS","Australia",163.896,"LCD (LED)",95.274,"N/A","N/A",367,1,65,"Large"
"AKAI","AK3221S6WOS","Australia,Fiji,New Zealand",80.054,"LCD (LED)",25.5,"N/A","N/A",98,1,32,"Large"
"BLAUPUNKT","BP320HSG9200","Australia",80.039,"LCD (LED)",25.92,"N/A","N/A",110,1,32,"Large"
"BLAUPUNKT","BP400FSG9200","Australia",100.332,"LCD (LED)",41.5,"N/A","N/A",155,1,40,"Large"
"EKO","K240HSG","Australia",59.824,"LCD (LED)",17.74,"N/A","N/A",70,1,24,"Medium"
"PHILIPS","50HFL5214U/97","Australia,New Zealand",125.741,"LCD (LED)",62.33,"N/A","N/A",253,1,50,"Large"
"PHILIPS","50BFL2214/97","Australia,New Zealand",125.741,"LCD (LED)",62.33,"N/A","N/A",253,1,50,"Large"
"PHILIPS","65HFL5214U/97","Australia,New Zealand",163.897,"LCD (LED)",94.45,"N/A","N/A",382,1,65,"Large"
"PHILIPS","65BFL2214/97","Australia,New Zealand",163.897,"LCD (LED)",94.45,"N/A","N/A",382,1,65,"Large"
"PHILIPS","55HFL5214U/97","Australia,Fiji,New Zealand",138.783,"LCD (LED)",70.66,"N/A","N/A",286,1,55,"Large"
"PHILIPS","55BFL2214/97","Australia,Fiji,New Zealand",138.783,"LCD (LED)",70.66,"N/A","N/A",286,1,55,"Large"
"VEON","VN55WOS2022","Australia,Fiji,New Zealand",138.783,"LCD (LED)",105.9,"N/A","N/A",423,1,55,"Large"
"BLAUPUNKT","BP650USG9500","Australia",163.896,"LCD",126.93,"N/A","N/A",467,1,65,"Large"
"EKO","K40FSW","Australia",100.332,"LCD (LED)",54.5,"N/A","N/A",202,1,40,"Large"
"Polaroid","PL3221OS","Australia,Fiji,New Zealand",80.054,"LCD (LED)",25.5,"N/A","N/A",98,1,32,"Large"
"SAMSUNG ELECTRONICS","QA55Q95TDW","Australia,Fiji,New Zealand",138.783,"LCD (LED)",140,"N/A","N/A",514,1,55,"Large"
"SAMSUNG ELECTRONICS","QA55Q95TDS","Australia,Fiji,New Zealand",138.783,"LCD (LED)",140,"N/A","N/A",514,1,55,"Large"
"SAMSUNG ELECTRONICS","QA65Q95TDW","Australia,Fiji,New Zealand",163.897,"LCD (LED)",205,"N/A","N/A",751,1,65,"Large"
"SAMSUNG ELECTRONICS","QA65Q95TDS","Australia,Fiji,New Zealand",163.897,"LCD (LED)",205,"N/A","N/A",751,1,65,"Large"
"SAMSUNG ELECTRONICS","QA75Q95TDW","Australia,Fiji,New Zealand",189.338,"LCD (LED)",237,"N/A","N/A",868,1,75,"Large"
"ShareTV","ST1922G","Australia,New Zealand",54.392,"LCD",28.1,"N/A","N/A",106,1,21,"Medium"
"kogan","KAQLED55XQ9610STA","Australia,Fiji,New Zealand",138.711,"LCD",113,"N/A","N/A",415,1,55,"Large"
"PHILIPS","55OLED706/75","Australia,Fiji,New Zealand",138.783,"LCD (LED)",148,"N/A","N/A",596,1,55,"Large"
"PHILIPS","55OLED706/79","Australia,Fiji,New Zealand",138.783,"LCD (LED)",148,"N/A","N/A",596,1,55,"Large"
"BLAUPUNKT","BP4000F","Australia",100.332,"LCD (LED)",57.3,"N/A","N/A",211,1,40,"Large"
"VEON","VN40WOS2021","Australia,Fiji,New Zealand",100.353,"LCD (LED)",47.3,"N/A","N/A",175,1,40,"Large"
"PHILIPS","75PUT7906/79","Australia,Fiji,New Zealand",189.275,"LCD (LED)",169.26,"N/A","N/A",682,1,75,"Large"
"PHILIPS","75PUT7906/75","Australia,Fiji,New Zealand",189.275,"LCD (LED)",169.26,"N/A","N/A",682,1,75,"Large"
"EKO","K32HSW","Australia",80.039,"LCD (LED)",36.2,"N/A","N/A",135,1,32,"Large"
"kogan","KALED43XT9610STA","Australia,Fiji,New Zealand",107.95,"LCD",65,"N/A","N/A",240,1,42,"Large"
"PHILIPS","65PML9506/79","Australia,Fiji,New Zealand",163.897,"LCD (LED)",180,"N/A","N/A",725,1,65,"Large"
"PHILIPS","65PML9506/75","Australia,Fiji,New Zealand",163.897,"LCD (LED)",180,"N/A","N/A",725,1,65,"Large"
"SAMSUNG ELECTRONICS","HG43AJ690YK","Australia,Fiji,New Zealand",107.987,"LCD (LED)",69,"N/A","N/A",255,1,43,"Large"
"SAMSUNG ELECTRONICS","HG55AJ690YK","Australia,Fiji,New Zealand",138.783,"LCD (LED)",91,"N/A","N/A",335,1,55,"Large"
"SAMSUNG ELECTRONICS","HG50AJ690YK","Australia,Fiji,New Zealand",125.727,"LCD (LED)",85,"N/A","N/A",313,1,49,"Large"
"SAMSUNG ELECTRONICS","HG65AJ690YK","Australia,Fiji,New Zealand",163.897,"LCD (LED)",116,"N/A","N/A",426,1,65,"Large"
"SAMSUNG ELECTRONICS","HG75AJ690YK","Australia,Fiji,New Zealand",189.333,"LCD (LED)",154,"N/A","N/A",565,1,75,"Large"
"SAMSUNG ELECTRONICS","UA50AU7002S","Australia,Fiji,New Zealand",125.727,"LCD (LED)",71,"N/A","N/A",262,1,49,"Large"
"WALTON","43D210N","Australia,Fiji,New Zealand",109.275,"LCD (LED)",36.4,"N/A","N/A",140,1,43,"Large"
"WALTON","W43D210N","Australia,Fiji,New Zealand",109.275,"LCD (LED)",36.4,"N/A","N/A",140,1,43,"Large"
"WALTON","W43D210NAU","Australia,Fiji,New Zealand",109.275,"LCD (LED)",36.4,"N/A","N/A",140,1,43,"Large"
"EKO","K45FSW","Australia",116.809,"LCD",66.49,"N/A","N/A",245,1,46,"Large"
"BLAUPUNKT","BP400FSG9200","Australia",100.305,"LCD",35.8,"N/A","N/A",151,1,39,"Large"
"kogan","KAQLED75XQ9610STA","Australia,Fiji,New Zealand",189.306,"LCD",182,"N/A","N/A",667,1,75,"Large"
"PHILIPS","43HFL6214U/12","Australia,Fiji,New Zealand",107.987,"LCD (LED)",53.2,"N/A","N/A",216,1,43,"Large"
"PHILIPS","50HFL6214U/12","Australia,Fiji,New Zealand",125.741,"LCD (LED)",64.01,"N/A","N/A",259,1,50,"Large"
"PHILIPS","75HFL6214U/12","Australia,Fiji,New Zealand",189.275,"LCD (LED)",109.86,"N/A","N/A",443,1,75,"Large"
"PHILIPS","75PML9506/79","Australia,Fiji,New Zealand",189.274,"LCD (LED)",195,"N/A","N/A",785,1,75,"Large"
"PHILIPS","75PML9506/75","Australia,Fiji,New Zealand",189.274,"LCD (LED)",195,"N/A","N/A",785,1,75,"Large"
"PHILIPS","58HFL6214U/12","Australia,Fiji,New Zealand",146.068,"LCD (LED)",72.81,"N/A","N/A",294,1,58,"Large"
"PHILIPS","65HFL6214U/12","Australia,Fiji,New Zealand",163.897,"LCD (LED)",94.36,"N/A","N/A",381,1,65,"Large"
"KOGAN","KALED24EH7520SVA","Australia,Fiji,New Zealand",59.824,"LCD (LED)",18.4,"N/A","N/A",84,1,24,"Medium"
"MYVI","UR-LED2402NS","Australia,New Zealand",60.095,"LCD (LED)",20.12,"N/A","N/A",85,1,24,"Medium"
"SAMSUNG ELECTRONICS","UA55AU7002S","Australia,Fiji,New Zealand",138.783,"LCD (LED)",77,"N/A","N/A",284,1,55,"Large"
"Caixun","LE-40V1","Australia,Fiji,New Zealand",100.332,"LCD (LED)",38.92,"N/A","N/A",151,1,40,"Large"
"CHiQ","U75F8T","Australia,Fiji,New Zealand",189.324,"LCD (LED)",138,"N/A","N/A",506,1,75,"Large"
"Stan Cash","TV185CLEARA","Australia",46.787,"LCD (LED)",16.1569,"N/A","N/A",60,1,18,"Medium"
"LG","65QNED916QA","Australia,New Zealand",163.897,"LCD (LED)",120,"N/A","N/A",440,1,65,"Large"
"kogan","KAQLED65XQ9610STA","Australia,Fiji,New Zealand",163.829,"LCD",156,"N/A","N/A",572,1,64,"Large"
"EKO","K58USG","Australia",146.068,"LCD",94.12,"N/A","N/A",346,1,58,"Large"
"EKO","K75USW","Australia",189.274,"LCD",206.62,"N/A","N/A",756,1,75,"Large"
"EKO","K700USG","Australia",176.538,"LCD",126.96,"N/A","N/A",465,1,70,"Large"
"EKO","K70USW","Australia",176.538,"LCD",167.26,"N/A","N/A",612,1,70,"Large"
"BAUHN","ATV60UHDW-1121","Australia",152.678,"LCD",85.3,"N/A","N/A",320,1,60,"Large"
"BAUHN","ATV85UHDW-0122","Australia",214.783,"LCD",159.1,"N/A","N/A",600,1,85,"Large"
"Shenzhen Xinchaoda Technology Co., Ltd","LEQ65W722","Australia,Fiji,New Zealand",163.896,"LCD (LED)",100.64,"N/A","N/A",369,1,65,"Large"
"Shenzhen Xinchaoda Technology Co., Ltd","LEQ55A722","Australia,Fiji,New Zealand",138.783,"LCD (LED)",103.61,"N/A","N/A",381,1,55,"Large"
"Shenzhen Xinchaoda Technology Co., Ltd","LEQ55W722","Australia,Fiji,New Zealand",138.783,"LCD (LED)",98.45,"N/A","N/A",362,1,55,"Large"
"Shenzhen Xinchaoda Technology Co., Ltd","LEQ65A722","Australia,Fiji,New Zealand",163.896,"LCD (LED)",109.48,"N/A","N/A",402,1,65,"Large"
"LG","50UR767H3VC","Australia,New Zealand",125.727,"LCD (LED)",78,"N/A","N/A",287,1,49,"Large"
"LG","55UR767H3VC","Australia,New Zealand",138.783,"LCD (LED)",101,"N/A","N/A",371,1,55,"Large"
"LG","65UR767H3VC","Australia,New Zealand",163.897,"LCD (LED)",118,"N/A","N/A",433,1,65,"Large"
"kogan","KALED40RF9220STB","Australia,Fiji,New Zealand",100.305,"LCD (LED)",40,"N/A","N/A",149,1,39,"Large"
"kogan","KALED40RF9210STB","Australia,Fiji,New Zealand",100.305,"LCD (LED)",40,"N/A","N/A",149,1,39,"Large"
"AKAI","AK6521S6WOS","Australia",163.896,"LCD (LED)",95.274,"N/A","N/A",367,1,65,"Large"
"Linsar","LS65UHDNF","Australia",163.896,"LCD (LED)",95.274,"N/A","N/A",367,1,65,"Large"
"PHILIPS","19HFL5214W/12","Australia,Fiji,New Zealand",47.013,"LCD (LED)",15.12,"N/A","N/A",62,1,19,"Medium"
"JVC","LT-32N3115AM","Australia,Fiji",79.744,"LCD",32.7,"N/A","N/A",130,1,31,"Large"
"BAUHN","ATV65UHDS-1221","Australia",163.897,"LCD",96.1,"N/A","N/A",360,1,65,"Large"
"Sony","KD-43X75K","Australia,New Zealand",107.95,"LCD (LED)",70,"N/A","N/A",261,1,42,"Large"
"Sony","KD-50X75K","Australia,New Zealand",125.725,"LCD (LED)",84,"N/A","N/A",312,1,49,"Large"
"JVC","LT-42N5125A","Australia,Fiji",105.396,"LCD",57.6,"N/A","N/A",230,1,41,"Large"
"JVC","LT-55NQ7105AM","Australia,Fiji",138.798,"LCD",100.2,"N/A","N/A",400,1,55,"Large"
"JVC","LT-50NQ7115A","Australia,Fiji",125.365,"LCD",84.4,"N/A","N/A",354,1,49,"Large"
"KOGAN","KALED43RT9220SVA","Australia,Fiji,New Zealand",107.987,"LCD (LED)",47.23,"N/A","N/A",194,1,43,"Large"
"KOGAN","KALED43RT9220SVB","Australia,Fiji,New Zealand",107.987,"LCD (LED)",47.23,"N/A","N/A",194,1,43,"Large"
"KOGAN","KALED43RT9220SVC","Australia,Fiji,New Zealand",107.987,"LCD (LED)",47.23,"N/A","N/A",194,1,43,"Large"
"KOGAN","KALED43RT9220SVD","Australia,Fiji,New Zealand",107.987,"LCD (LED)",47.23,"N/A","N/A",194,1,43,"Large"
"KOGAN","KALED50RT9220SVA","Australia,Fiji,New Zealand",125.731,"LCD (LED)",50.6,"N/A","N/A",210,1,50,"Large"
"KOGAN","KALED50RT9220SVB","Australia,Fiji,New Zealand",125.731,"LCD (LED)",50.6,"N/A","N/A",210,1,50,"Large"
"KOGAN","KALED50RT9220SVC","Australia,Fiji,New Zealand",125.731,"LCD (LED)",50.6,"N/A","N/A",210,1,50,"Large"
"KOGAN","KALED50RT9220SVD","Australia,Fiji,New Zealand",125.731,"LCD (LED)",50.6,"N/A","N/A",210,1,50,"Large"
"KOGAN","LE-50series","Australia,Fiji,New Zealand",125.731,"LCD (LED)",50.6,"N/A","N/A",210,1,50,"Large"
"KOGAN","KAQLED55RQ9510SVA","Australia,Fiji,New Zealand",138.783,"LCD (LED)",53.64,"N/A","N/A",247,1,55,"Large"
"KOGAN","KAQLED55RQ9510SVB","Australia,Fiji,New Zealand",138.783,"LCD (LED)",53.64,"N/A","N/A",247,1,55,"Large"
"KOGAN","KAQLED55RQ9510SVC","Australia,Fiji,New Zealand",138.783,"LCD (LED)",53.64,"N/A","N/A",247,1,55,"Large"
"KOGAN","KAQLED55RQ9510SVD","Australia,Fiji,New Zealand",138.783,"LCD (LED)",53.64,"N/A","N/A",247,1,55,"Large"
"KOGAN","KALED58RT9220SVA","Australia,Fiji,New Zealand",146.068,"LCD (LED)",65.21,"N/A","N/A",271,1,58,"Large"
"KOGAN","KALED58RT9220SVB","Australia,Fiji,New Zealand",146.068,"LCD (LED)",65.21,"N/A","N/A",271,1,58,"Large"
"KOGAN","KALED58RT9220SVC","Australia,Fiji,New Zealand",146.068,"LCD (LED)",65.21,"N/A","N/A",271,1,58,"Large"
"KOGAN","KALED58RT9220SVD","Australia,Fiji,New Zealand",146.068,"LCD (LED)",65.21,"N/A","N/A",271,1,58,"Large"
"KOGAN","LE-58series","Australia,Fiji,New Zealand",146.068,"LCD (LED)",65.21,"N/A","N/A",271,1,58,"Large"
"FFALCON","43UF3","Australia,Fiji,New Zealand",107.95,"LCD (LED)",42.9,"7.0","7.01172383841875",170,1,42,"Large"
"BAUHN","ATV58UHDW-0322","Australia",146.039,"LCD",74.9,"N/A","N/A",275,1,57,"Large"
"BLAUPUNKT","BP3200HDV7100","Australia",80.039,"LCD",34.48,"N/A","N/A",128,1,32,"Large"
"KOGAN","LE-55series","Australia,Fiji,New Zealand",138.783,"LCD (LED)",53.64,"N/A","N/A",247,1,55,"Large"
"Sony","KD-32W830K","Australia,New Zealand",80.054,"LCD (LED)",34.7,"N/A","N/A",132,1,32,"Large"
"KOGAN","LE-43series","Australia,Fiji,New Zealand",107.987,"LCD (LED)",47.23,"N/A","N/A",194,1,43,"Large"
"KOGAN","KALED40RT9220SVA","Australia,Fiji,New Zealand",100.332,"LCD (LED)",34.52,"N/A","N/A",151,1,40,"Large"
"KOGAN","KALED40RT9220SVB","Australia,Fiji,New Zealand",100.332,"LCD (LED)",34.52,"N/A","N/A",151,1,40,"Large"
"KOGAN","KALED40RT9220SVC","Australia,Fiji,New Zealand",100.332,"LCD (LED)",34.52,"N/A","N/A",151,1,40,"Large"
"KOGAN","KALED40RT9220SVD","Australia,Fiji,New Zealand",100.332,"LCD (LED)",34.52,"N/A","N/A",151,1,40,"Large"
"KOGAN","*****40*****","Australia,Fiji,New Zealand",100.332,"LCD (LED)",34.52,"N/A","N/A",151,1,40,"Large"
"LG","55UP801C0TB","Australia,New Zealand",138.783,"LCD (LED)",115,"N/A","N/A",422,1,55,"Large"
"LG","65UP801C0TB","Australia,New Zealand",163.897,"LCD (LED)",144,"N/A","N/A",528,1,65,"Large"
"Caixun","EC40V1FA","Australia,Fiji,New Zealand",100.332,"LCD (LED)",34.52,"N/A","N/A",151,1,40,"Large"
"Caixun","LE-40T1","Australia,Fiji,New Zealand",100.332,"LCD (LED)",34.52,"N/A","N/A",151,1,40,"Large"
"Caixun","LE-40T2","Australia,Fiji,New Zealand",100.332,"LCD (LED)",34.52,"N/A","N/A",151,1,40,"Large"
"Caixun","LE-40T3","Australia,Fiji,New Zealand",100.332,"LCD (LED)",34.52,"N/A","N/A",151,1,40,"Large"
"Caixun","LE-40V1","Australia,Fiji,New Zealand",100.332,"LCD (LED)",34.52,"N/A","N/A",151,1,40,"Large"
"Caixun","LE-40V2","Australia,Fiji,New Zealand",100.332,"LCD (LED)",34.52,"N/A","N/A",151,1,40,"Large"
"Caixun","LE-40V3","Australia,Fiji,New Zealand",100.332,"LCD (LED)",34.52,"N/A","N/A",151,1,40,"Large"
"Caixun","*****40*****","Australia,Fiji,New Zealand",100.332,"LCD (LED)",34.52,"N/A","N/A",151,1,40,"Large"
"BREWO","LE24F9000A","Australia,Fiji,New Zealand",59.824,"LCD (LED)",26.23,"N/A","N/A",98,1,24,"Medium"
"BLAUPUNKT","BP2400HDV7100","Australia",59.824,"LCD (LED)",20.5,"N/A","N/A",78,1,24,"Medium"
"SAMSUNG ELECTRONICS","UA65AU7002S","Australia,Fiji,New Zealand",163.896,"LCD (LED)",113,"N/A","N/A",416,1,65,"Large"
"EKO","K430USGQ","Australia",107.987,"LCD",51.49,"N/A","N/A",191,1,43,"Large"
"EKO","K75QHZ","Australia",189.34,"LCD",227.32,"N/A","N/A",832,1,75,"Large"
"EKO","K750USG","Australia",189.274,"LCD",174.22,"N/A","N/A",638,1,75,"Large"
"EKO","K500USG","Australia",125.731,"LCD",54.82,"N/A","N/A",203,1,50,"Large"
"LG","65QNED91SQA","Australia,New Zealand",163.897,"LCD (LED)",120,"N/A","N/A",440,1,65,"Large"
"LG","75QNED91SQA","Australia,New Zealand",189.275,"LCD (LED)",158,"N/A","N/A",579,1,75,"Large"
"LG","75QNED916QA","Australia,New Zealand",189.275,"LCD (LED)",158,"N/A","N/A",579,1,75,"Large"
"LG","86QNED91SQA","Australia,New Zealand",217.425,"LCD (LED)",184,"N/A","N/A",674,1,86,"Large"
"LG","86QNED916QA","Australia,New Zealand",217.425,"LCD (LED)",184,"N/A","N/A",674,1,86,"Large"
"LG","OLED48A2PSA","Australia,New Zealand",120.721,"OLED",76,"N/A","N/A",280,1,48,"Large"
"LG","OLED55A2PSA","Australia,New Zealand",138.783,"OLED",86,"N/A","N/A",316,1,55,"Large"
"LG","OLED55A26LA","Australia,New Zealand",138.783,"OLED",86,"N/A","N/A",316,1,55,"Large"
"LG","OLED55B2PSA","Australia,New Zealand",138.783,"OLED",102,"N/A","N/A",375,1,55,"Large"
"LG","OLED55C2PSC","Australia,New Zealand",138.783,"OLED",95,"N/A","N/A",349,1,55,"Large"
"LG","OLED55C24LA","Australia,New Zealand",138.783,"OLED",95,"N/A","N/A",349,1,55,"Large"
"LG","OLED65A2PSA","Australia,New Zealand",163.897,"OLED",107,"N/A","N/A",393,1,65,"Large"
"LG","OLED65A26LA","Australia,New Zealand",163.897,"OLED",107,"N/A","N/A",393,1,65,"Large"
"LG","OLED65B2PSA","Australia,New Zealand",163.897,"OLED",126,"N/A","N/A",462,1,65,"Large"
"LG","OLED65C2PSC","Australia,New Zealand",163.897,"OLED",112,"N/A","N/A",411,1,65,"Large"
"LG","OLED65C24LA","Australia,New Zealand",163.897,"OLED",112,"N/A","N/A",411,1,65,"Large"
"LG","OLED77C2PSC","Australia,New Zealand",194.738,"OLED",140,"N/A","N/A",513,1,77,"Large"
"LG","OLED77C24LA","Australia,New Zealand",194.738,"OLED",140,"N/A","N/A",513,1,77,"Large"
"LG","OLED83C2PSA","Australia,New Zealand",209.585,"OLED",179,"N/A","N/A",656,1,83,"Large"
"LG","OLED83C24LA","Australia,New Zealand",209.585,"OLED",179,"N/A","N/A",656,1,83,"Large"
"BAUHN","ATV42FHDW-1221","Australia",105.396,"LCD",42.3,"N/A","N/A",157,1,41,"Large"
"LG","OLED42C2PSA","Australia,New Zealand",105.52,"OLED",63,"N/A","N/A",232,1,42,"Large"
"LG","OLED42C24LA","Australia,New Zealand",105.52,"OLED",63,"N/A","N/A",232,1,42,"Large"
"LG","OLED48C2PSA","Australia,New Zealand",120.721,"OLED",77,"N/A","N/A",284,1,48,"Large"
"LG","OLED48C24LA","Australia,New Zealand",120.721,"OLED",77,"N/A","N/A",284,1,48,"Large"
"LG","43NANO75SQA","Australia,New Zealand",107.987,"LCD (LED)",75,"N/A","N/A",276,1,43,"Large"
"LG","43NANO756QA","Australia,New Zealand",107.987,"LCD (LED)",75,"N/A","N/A",276,1,43,"Large"
"LG","43UQ75006LF","Australia,New Zealand",107.987,"LCD (LED)",77,"N/A","N/A",284,1,43,"Large"
"LG","50NANO75SQA","Australia,New Zealand",125.727,"LCD (LED)",90,"N/A","N/A",331,1,49,"Large"
"LG","50NANO756QA","Australia,New Zealand",125.727,"LCD (LED)",90,"N/A","N/A",331,1,49,"Large"
"LG","50QNED80SQA","Australia,New Zealand",125.727,"LCD (LED)",80,"N/A","N/A",295,1,49,"Large"
"LG","50QNED806QA","Australia,New Zealand",125.727,"LCD (LED)",80,"N/A","N/A",295,1,49,"Large"
"LG","50UQ80006LB","Australia,New Zealand",125.727,"LCD (LED)",78,"N/A","N/A",287,1,49,"Large"
"LG","55NANO75SQA","Australia,New Zealand",138.783,"LCD (LED)",114,"N/A","N/A",419,1,55,"Large"
"LG","55NANO756QA","Australia,New Zealand",138.783,"LCD (LED)",114,"N/A","N/A",419,1,55,"Large"
"LG","55QNED80SQA","Australia,New Zealand",138.783,"LCD (LED)",94,"N/A","N/A",346,1,55,"Large"
"LG","55QNED806QA","Australia,New Zealand",138.783,"LCD (LED)",94,"N/A","N/A",346,1,55,"Large"
"LG","55UQ80006LB","Australia,New Zealand",138.783,"LCD (LED)",98,"N/A","N/A",360,1,55,"Large"
"LG","65NANO75SQA","Australia,New Zealand",163.897,"LCD (LED)",144,"N/A","N/A",528,1,65,"Large"
"LG","65NANO756QA","Australia,New Zealand",163.897,"LCD (LED)",144,"N/A","N/A",528,1,65,"Large"
"LG","65QNED80SQA","Australia,New Zealand",163.897,"LCD (LED)",118,"N/A","N/A",433,1,65,"Large"
"LG","65QNED806QA","Australia,New Zealand",163.897,"LCD (LED)",118,"N/A","N/A",433,1,65,"Large"
"LG","65UQ91006LA","Australia,New Zealand",163.897,"LCD (LED)",148,"N/A","N/A",543,1,65,"Large"
"LG","75NANO75SQA","Australia,New Zealand",189.275,"LCD (LED)",181,"N/A","N/A",663,1,75,"Large"
"LG","75NANO756QA","Australia,New Zealand",189.275,"LCD (LED)",181,"N/A","N/A",663,1,75,"Large"
"LG","75QNED80SQA","Australia,New Zealand",189.275,"LCD (LED)",134,"N/A","N/A",492,1,75,"Large"
"LG","75QNED806QA","Australia,New Zealand",189.275,"LCD (LED)",134,"N/A","N/A",492,1,75,"Large"
"LG","75QNED96SQA","Australia,New Zealand",189.275,"LCD (LED)",172,"N/A","N/A",630,1,75,"Large"
"LG","86NANO75SQA","Australia,New Zealand",217.425,"LCD (LED)",250,"N/A","N/A",915,1,86,"Large"
"LG","86NANO756QA","Australia,New Zealand",217.425,"LCD (LED)",250,"N/A","N/A",915,1,86,"Large"
"LG","86UQ9000PSD","Australia,New Zealand",217.425,"LCD (LED)",250,"N/A","N/A",915,1,86,"Large"
"METZ","86MUC8500A","Australia,Fiji,New Zealand",217.427,"LCD (LED)",214.72,"N/A","N/A",893,1,86,"Large"
"SAMSUNG ELECTRONICS","QA55Q70BAW","Australia,Fiji,New Zealand",138.783,"LCD (LED)",114,"N/A","N/A",419,1,55,"Large"
"SAMSUNG ELECTRONICS","QA55Q70BAS","Australia,Fiji,New Zealand",138.783,"LCD (LED)",114,"N/A","N/A",419,1,55,"Large"
"SAMSUNG ELECTRONICS","QA55Q70BA*","Australia,Fiji,New Zealand",138.783,"LCD (LED)",114,"N/A","N/A",419,1,55,"Large"
"SAMSUNG ELECTRONICS","UA75BU8000W","Australia,Fiji,New Zealand",189.338,"LCD (LED)",157,"N/A","N/A",576,1,75,"Large"
"SAMSUNG ELECTRONICS","UA75BU8000S","Australia,Fiji,New Zealand",189.338,"LCD (LED)",157,"N/A","N/A",576,1,75,"Large"
"SAMSUNG ELECTRONICS","UA75BU8000*","Australia,Fiji,New Zealand",189.338,"LCD (LED)",157,"N/A","N/A",576,1,75,"Large"
"SAMSUNG ELECTRONICS","UA85BU8000W","Australia,Fiji,New Zealand",214.783,"LCD (LED)",202,"N/A","N/A",740,1,85,"Large"
"SAMSUNG ELECTRONICS","UA85BU8000S","Australia,Fiji,New Zealand",214.783,"LCD (LED)",202,"N/A","N/A",740,1,85,"Large"
"SAMSUNG ELECTRONICS","UA85BU8000*","Australia,Fiji,New Zealand",214.783,"LCD (LED)",202,"N/A","N/A",740,1,85,"Large"
